Surprise,Castle,Saints vs Eagles,Cowboys vs Eagles
704,0.814814815,0.529411765,0.448275862
705,0.814814815,0.529411765,0.448275862
706,0.814814815,0.529411765,0.448275862
707,0.814814815,0.529411765,0.448275862
708,0.814814815,0.529411765,0.448275862
709,0.814814815,0.529411765,0.482758621
710,0.814814815,0.529411765,0.482758621
711,0.851851852,0.529411765,0.482758621
712,0.851851852,0.529411765,0.482758621
713,0.851851852,0.529411765,0.482758621
714,0.851851852,0.529411765,0.482758621
715,0.851851852,0.529411765,0.482758621
716,0.851851852,0.529411765,0.482758621
717,0.888888889,0.529411765,0.482758621
718,0.888888889,0.529411765,0.482758621
719,0.888888889,0.529411765,0.482758621
720,0.888888889,0.529411765,0.482758621
721,0.888888889,0.529411765,0.482758621
722,0.888888889,0.529411765,0.482758621
723,0.888888889,0.529411765,0.482758621
724,0.888888889,0.529411765,0.482758621
725,0.888888889,0.529411765,0.482758621
726,0.888888889,0.529411765,0.482758621
727,0.888888889,0.529411765,0.482758621
728,0.888888889,0.529411765,0.482758621
729,0.888888889,0.529411765,0.482758621
730,0.888888889,0.529411765,0.482758621
731,0.888888889,0.529411765,0.482758621
732,0.888888889,0.529411765,0.482758621
733,0.888888889,0.529411765,0.482758621
734,0.888888889,0.529411765,0.482758621
735,0.888888889,0.529411765,0.482758621
736,0.888888889,0.529411765,0.482758621
737,0.888888889,0.529411765,0.482758621
738,0.888888889,0.529411765,0.482758621
739,0.888888889,0.529411765,0.482758621
740,0.888888889,0.529411765,0.482758621
741,0.888888889,0.529411765,0.482758621
742,0.888888889,0.529411765,0.482758621
743,0.888888889,0.529411765,0.482758621
744,0.888888889,0.529411765,0.482758621
745,0.888888889,0.529411765,0.482758621
746,0.888888889,0.529411765,0.482758621
747,0.888888889,0.529411765,0.482758621
748,0.888888889,0.529411765,0.482758621
749,0.888888889,0.529411765,0.482758621
750,0.888888889,0.529411765,0.482758621
751,0.888888889,0.558823529,0.482758621
752,0.888888889,0.558823529,0.482758621
753,0.888888889,0.558823529,0.482758621
754,0.888888889,0.558823529,0.482758621
755,0.888888889,0.558823529,0.482758621
756,0.888888889,0.558823529,0.482758621
757,0.888888889,0.558823529,0.482758621
758,0.888888889,0.558823529,0.482758621
759,0.888888889,0.558823529,0.482758621
760,0.888888889,0.558823529,0.482758621
761,0.888888889,0.558823529,0.482758621
762,0.888888889,0.558823529,0.482758621
763,0.888888889,0.558823529,0.482758621
764,0.888888889,0.558823529,0.482758621
765,0.888888889,0.558823529,0.482758621
766,0.888888889,0.558823529,0.482758621
767,0.888888889,0.558823529,0.482758621
768,0.888888889,0.558823529,0.482758621
769,0.888888889,0.558823529,0.482758621
770,0.925925926,0.558823529,0.482758621
771,0.925925926,0.558823529,0.482758621
772,0.925925926,0.558823529,0.482758621
773,0.925925926,0.558823529,0.482758621
774,0.925925926,0.558823529,0.482758621
775,0.925925926,0.558823529,0.482758621
776,0.962962963,0.558823529,0.482758621
777,0.962962963,0.558823529,0.482758621
778,0.962962963,0.558823529,0.482758621
779,0.962962963,0.558823529,0.482758621
780,0.962962963,0.558823529,0.482758621
781,0.962962963,0.558823529,0.482758621
782,0.962962963,0.558823529,0.482758621
783,0.962962963,0.558823529,0.482758621
784,0.962962963,0.588235294,0.482758621
785,0.962962963,0.588235294,0.482758621
786,0.962962963,0.588235294,0.482758621
787,0.962962963,0.588235294,0.482758621
788,0.962962963,0.588235294,0.482758621
789,0.962962963,0.588235294,0.482758621
790,0.962962963,0.588235294,0.482758621
791,0.962962963,0.588235294,0.482758621
792,0.962962963,0.588235294,0.482758621
793,0.962962963,0.588235294,0.482758621
794,0.962962963,0.588235294,0.482758621
795,0.962962963,0.588235294,0.482758621
796,0.962962963,0.588235294,0.482758621
797,0.962962963,0.588235294,0.482758621
798,0.962962963,0.588235294,0.482758621
799,0.962962963,0.588235294,0.482758621
800,0.962962963,0.588235294,0.482758621
801,0.962962963,0.588235294,0.482758621
802,0.962962963,0.588235294,0.482758621
803,0.962962963,0.588235294,0.482758621
804,0.962962963,0.588235294,0.482758621
805,0.962962963,0.588235294,0.482758621
806,0.962962963,0.588235294,0.482758621
807,0.962962963,0.588235294,0.482758621
808,0.962962963,0.588235294,0.482758621
809,0.962962963,0.588235294,0.482758621
810,0.962962963,0.588235294,0.482758621
811,0.962962963,0.588235294,0.482758621
812,0.962962963,0.588235294,0.482758621
813,0.962962963,0.588235294,0.482758621
814,0.962962963,0.588235294,0.482758621
815,0.962962963,0.588235294,0.482758621
816,0.962962963,0.588235294,0.482758621
817,0.962962963,0.588235294,0.482758621
818,0.962962963,0.588235294,0.482758621
819,0.962962963,0.588235294,0.482758621
820,0.962962963,0.588235294,0.482758621
821,0.962962963,0.588235294,0.517241379
822,0.962962963,0.588235294,0.517241379
823,0.962962963,0.588235294,0.517241379
824,0.962962963,0.588235294,0.517241379
825,0.962962963,0.588235294,0.517241379
826,0.962962963,0.617647059,0.517241379
827,0.962962963,0.617647059,0.517241379
828,0.962962963,0.617647059,0.517241379
829,0.962962963,0.617647059,0.517241379
830,0.962962963,0.617647059,0.517241379
831,0.962962963,0.617647059,0.517241379
832,0.962962963,0.617647059,0.517241379
833,0.962962963,0.617647059,0.517241379
834,0.962962963,0.617647059,0.551724138
835,0.962962963,0.617647059,0.551724138
836,0.962962963,0.617647059,0.551724138
837,0.962962963,0.617647059,0.551724138
838,0.962962963,0.617647059,0.551724138
839,0.962962963,0.617647059,0.551724138
840,0.962962963,0.647058824,0.551724138
841,0.962962963,0.647058824,0.551724138
842,0.962962963,0.647058824,0.551724138
843,0.962962963,0.676470588,0.551724138
844,0.962962963,0.676470588,0.551724138
845,0.962962963,0.676470588,0.586206897
846,0.962962963,0.676470588,0.586206897
847,0.962962963,0.676470588,0.586206897
848,0.962962963,0.676470588,0.586206897
849,0.962962963,0.676470588,0.586206897
850,0.962962963,0.676470588,0.586206897
851,0.962962963,0.676470588,0.586206897
852,0.962962963,0.676470588,0.620689655
853,0.962962963,0.676470588,0.620689655
854,0.962962963,0.676470588,0.620689655
855,0.962962963,0.676470588,0.620689655
856,0.962962963,0.676470588,0.620689655
857,0.962962963,0.676470588,0.620689655
858,0.962962963,0.676470588,0.620689655
859,0.962962963,0.676470588,0.620689655
860,0.962962963,0.676470588,0.620689655
861,0.962962963,0.676470588,0.620689655
862,0.962962963,0.676470588,0.620689655
863,0.962962963,0.676470588,0.620689655
864,0.962962963,0.676470588,0.655172414
865,0.962962963,0.676470588,0.655172414
866,0.962962963,0.676470588,0.655172414
867,0.962962963,0.676470588,0.655172414
868,0.962962963,0.676470588,0.655172414
869,0.962962963,0.705882353,0.655172414
870,0.962962963,0.705882353,0.655172414
871,0.962962963,0.705882353,0.655172414
872,0.962962963,0.705882353,0.655172414
873,0.962962963,0.705882353,0.655172414
874,0.962962963,0.705882353,0.655172414
875,0.962962963,0.705882353,0.655172414
876,0.962962963,0.705882353,0.655172414
877,0.962962963,0.705882353,0.655172414
878,0.962962963,0.705882353,0.655172414
879,0.962962963,0.705882353,0.655172414
880,0.962962963,0.705882353,0.655172414
881,0.962962963,0.705882353,0.655172414
882,0.962962963,0.705882353,0.655172414
883,0.962962963,0.705882353,0.655172414
884,0.962962963,0.705882353,0.689655172
885,0.962962963,0.705882353,0.689655172
886,0.962962963,0.705882353,0.689655172
887,0.962962963,0.705882353,0.689655172
888,0.962962963,0.705882353,0.689655172
889,0.962962963,0.705882353,0.689655172
890,0.962962963,0.705882353,0.689655172
891,0.962962963,0.705882353,0.689655172
892,0.962962963,0.705882353,0.689655172
893,0.962962963,0.705882353,0.689655172
894,0.962962963,0.705882353,0.689655172
895,0.962962963,0.705882353,0.689655172
896,0.962962963,0.705882353,0.689655172
897,0.962962963,0.705882353,0.689655172
898,0.962962963,0.705882353,0.689655172
899,0.962962963,0.705882353,0.689655172
900,0.962962963,0.705882353,0.689655172
901,0.962962963,0.705882353,0.689655172
902,0.962962963,0.705882353,0.689655172
903,0.962962963,0.705882353,0.689655172
904,0.962962963,0.705882353,0.689655172
905,0.962962963,0.705882353,0.689655172
906,0.962962963,0.705882353,0.689655172
907,0.962962963,0.705882353,0.689655172
908,0.962962963,0.705882353,0.689655172
909,0.962962963,0.705882353,0.689655172
910,0.962962963,0.705882353,0.689655172
911,0.962962963,0.705882353,0.689655172
912,0.962962963,0.705882353,0.689655172
913,0.962962963,0.705882353,0.689655172
914,0.962962963,0.705882353,0.689655172
915,0.962962963,0.705882353,0.689655172
916,0.962962963,0.705882353,0.689655172
917,0.962962963,0.735294118,0.689655172
918,0.962962963,0.735294118,0.689655172
919,0.962962963,0.735294118,0.689655172
920,0.962962963,0.735294118,0.689655172
921,0.962962963,0.735294118,0.689655172
922,0.962962963,0.735294118,0.689655172
923,0.962962963,0.735294118,0.689655172
924,0.962962963,0.735294118,0.724137931
925,0.962962963,0.735294118,0.724137931
926,0.962962963,0.735294118,0.724137931
927,0.962962963,0.735294118,0.724137931
928,0.962962963,0.735294118,0.724137931
929,0.962962963,0.735294118,0.724137931
930,0.962962963,0.735294118,0.724137931
931,0.962962963,0.735294118,0.724137931
932,0.962962963,0.735294118,0.724137931
933,0.962962963,0.735294118,0.724137931
934,0.962962963,0.735294118,0.724137931
935,0.962962963,0.735294118,0.724137931
936,0.962962963,0.735294118,0.724137931
937,0.962962963,0.735294118,0.724137931
938,0.962962963,0.735294118,0.724137931
939,0.962962963,0.735294118,0.724137931
940,0.962962963,0.735294118,0.724137931
941,0.962962963,0.735294118,0.724137931
942,0.962962963,0.735294118,0.724137931
943,0.962962963,0.735294118,0.724137931
944,0.962962963,0.735294118,0.724137931
945,0.962962963,0.735294118,0.724137931
946,0.962962963,0.735294118,0.724137931
947,0.962962963,0.735294118,0.724137931
948,0.962962963,0.735294118,0.724137931
949,0.962962963,0.735294118,0.724137931
950,0.962962963,0.735294118,0.724137931
951,0.962962963,0.735294118,0.724137931
952,0.962962963,0.735294118,0.724137931
953,0.962962963,0.735294118,0.724137931
954,0.962962963,0.735294118,0.724137931
955,0.962962963,0.735294118,0.724137931
956,0.962962963,0.735294118,0.724137931
957,0.962962963,0.735294118,0.724137931
958,0.962962963,0.735294118,0.724137931
959,0.962962963,0.735294118,0.724137931
960,0.962962963,0.735294118,0.724137931
961,0.962962963,0.735294118,0.724137931
962,0.962962963,0.735294118,0.724137931
963,0.962962963,0.735294118,0.724137931
964,0.962962963,0.735294118,0.724137931
965,0.962962963,0.735294118,0.724137931
966,0.962962963,0.735294118,0.724137931
967,0.962962963,0.735294118,0.724137931
968,0.962962963,0.735294118,0.724137931
969,0.962962963,0.735294118,0.724137931
970,0.962962963,0.735294118,0.724137931
971,0.962962963,0.735294118,0.724137931
972,0.962962963,0.735294118,0.724137931
973,0.962962963,0.735294118,0.724137931
974,0.962962963,0.735294118,0.724137931
975,0.962962963,0.735294118,0.724137931
976,0.962962963,0.735294118,0.724137931
977,0.962962963,0.735294118,0.724137931
978,0.962962963,0.764705882,0.724137931
979,0.962962963,0.764705882,0.724137931
980,0.962962963,0.764705882,0.724137931
981,0.962962963,0.764705882,0.724137931
982,0.962962963,0.764705882,0.724137931
983,0.962962963,0.764705882,0.724137931
984,0.962962963,0.764705882,0.724137931
985,0.962962963,0.764705882,0.724137931
986,0.962962963,0.764705882,0.724137931
987,0.962962963,0.764705882,0.724137931
988,0.962962963,0.764705882,0.724137931
989,0.962962963,0.764705882,0.724137931
990,0.962962963,0.764705882,0.724137931
991,0.962962963,0.764705882,0.724137931
992,0.962962963,0.764705882,0.724137931
993,0.962962963,0.764705882,0.724137931
994,0.962962963,0.764705882,0.724137931
995,0.962962963,0.764705882,0.724137931
996,0.962962963,0.764705882,0.724137931
997,0.962962963,0.764705882,0.724137931
998,0.962962963,0.764705882,0.724137931
999,0.962962963,0.764705882,0.724137931
1000,0.962962963,0.764705882,0.724137931
1001,0.962962963,0.764705882,0.724137931
1002,0.962962963,0.764705882,0.724137931
1003,0.962962963,0.764705882,0.724137931
1004,0.962962963,0.764705882,0.724137931
1005,0.962962963,0.764705882,0.724137931
1006,0.962962963,0.764705882,0.724137931
1007,0.962962963,0.764705882,0.724137931
1008,0.962962963,0.764705882,0.724137931
1009,0.962962963,0.764705882,0.724137931
1010,0.962962963,0.764705882,0.724137931
1011,0.962962963,0.764705882,0.724137931
1012,0.962962963,0.764705882,0.724137931
1013,0.962962963,0.764705882,0.724137931
1014,0.962962963,0.764705882,0.724137931
1015,0.962962963,0.764705882,0.724137931
1016,0.962962963,0.764705882,0.724137931
1017,0.962962963,0.764705882,0.724137931
1018,0.962962963,0.764705882,0.724137931
1019,0.962962963,0.764705882,0.724137931
1020,0.962962963,0.764705882,0.724137931
1021,0.962962963,0.764705882,0.724137931
1022,0.962962963,0.764705882,0.724137931
1023,0.962962963,0.764705882,0.724137931
1024,0.962962963,0.764705882,0.724137931
1025,0.962962963,0.764705882,0.724137931
1026,0.962962963,0.764705882,0.724137931
1027,0.962962963,0.764705882,0.724137931
1028,0.962962963,0.764705882,0.724137931
1029,0.962962963,0.764705882,0.724137931
1030,0.962962963,0.764705882,0.724137931
1031,0.962962963,0.764705882,0.724137931
1032,0.962962963,0.764705882,0.724137931
1033,0.962962963,0.764705882,0.724137931
1034,0.962962963,0.764705882,0.724137931
1035,0.962962963,0.764705882,0.724137931
1036,0.962962963,0.764705882,0.724137931
1037,0.962962963,0.764705882,0.724137931
1038,0.962962963,0.764705882,0.724137931
1039,0.962962963,0.764705882,0.724137931
1040,0.962962963,0.764705882,0.724137931
1041,0.962962963,0.764705882,0.724137931
1042,0.962962963,0.764705882,0.724137931
1043,0.962962963,0.764705882,0.724137931
1044,0.962962963,0.764705882,0.724137931
1045,0.962962963,0.764705882,0.724137931
1046,0.962962963,0.764705882,0.724137931
1047,0.962962963,0.764705882,0.724137931
1048,0.962962963,0.764705882,0.724137931
1049,0.962962963,0.764705882,0.724137931
1050,0.962962963,0.764705882,0.724137931
1051,0.962962963,0.764705882,0.75862069
1052,0.962962963,0.764705882,0.75862069
1053,0.962962963,0.764705882,0.75862069
1054,0.962962963,0.764705882,0.75862069
1055,0.962962963,0.764705882,0.75862069
1056,0.962962963,0.764705882,0.75862069
1057,0.962962963,0.764705882,0.75862069
1058,0.962962963,0.764705882,0.75862069
1059,0.962962963,0.764705882,0.75862069
1060,0.962962963,0.764705882,0.75862069
1061,0.962962963,0.764705882,0.75862069
1062,0.962962963,0.764705882,0.75862069
1063,0.962962963,0.764705882,0.75862069
1064,0.962962963,0.764705882,0.75862069
1065,0.962962963,0.764705882,0.75862069
1066,0.962962963,0.764705882,0.75862069
1067,0.962962963,0.764705882,0.75862069
1068,0.962962963,0.764705882,0.75862069
1069,0.962962963,0.764705882,0.75862069
1070,0.962962963,0.764705882,0.75862069
1071,0.962962963,0.764705882,0.75862069
1072,0.962962963,0.764705882,0.75862069
1073,0.962962963,0.764705882,0.75862069
1074,0.962962963,0.764705882,0.75862069
1075,0.962962963,0.764705882,0.75862069
1076,0.962962963,0.794117647,0.75862069
1077,0.962962963,0.794117647,0.75862069
1078,0.962962963,0.794117647,0.75862069
1079,0.962962963,0.794117647,0.75862069
1080,0.962962963,0.794117647,0.75862069
1081,0.962962963,0.794117647,0.75862069
1082,0.962962963,0.794117647,0.75862069
1083,0.962962963,0.794117647,0.793103448
1084,0.962962963,0.794117647,0.793103448
1085,0.962962963,0.794117647,0.793103448
1086,0.962962963,0.794117647,0.793103448
1087,0.962962963,0.794117647,0.793103448
1088,0.962962963,0.794117647,0.793103448
1089,0.962962963,0.794117647,0.793103448
1090,0.962962963,0.794117647,0.793103448
1091,0.962962963,0.794117647,0.793103448
1092,0.962962963,0.794117647,0.793103448
1093,0.962962963,0.794117647,0.793103448
1094,0.962962963,0.794117647,0.793103448
1095,0.962962963,0.794117647,0.793103448
1096,0.962962963,0.794117647,0.793103448
1097,0.962962963,0.794117647,0.793103448
1098,0.962962963,0.794117647,0.793103448
1099,0.962962963,0.794117647,0.793103448
1100,0.962962963,0.794117647,0.793103448
1101,0.962962963,0.794117647,0.827586207
1102,0.962962963,0.794117647,0.827586207
1103,0.962962963,0.794117647,0.827586207
1104,0.962962963,0.794117647,0.827586207
1105,0.962962963,0.794117647,0.827586207
1106,0.962962963,0.794117647,0.827586207
1107,0.962962963,0.794117647,0.827586207
1108,0.962962963,0.794117647,0.827586207
1109,0.962962963,0.794117647,0.827586207
1110,0.962962963,0.794117647,0.827586207
1111,0.962962963,0.794117647,0.827586207
1112,0.962962963,0.794117647,0.827586207
1113,0.962962963,0.794117647,0.827586207
1114,0.962962963,0.794117647,0.827586207
1115,0.962962963,0.794117647,0.827586207
1116,0.962962963,0.794117647,0.827586207
1117,0.962962963,0.794117647,0.827586207
1118,0.962962963,0.794117647,0.827586207
1119,0.962962963,0.794117647,0.827586207
1120,0.962962963,0.794117647,0.827586207
1121,0.962962963,0.794117647,0.827586207
1122,0.962962963,0.794117647,0.827586207
1123,0.962962963,0.794117647,0.827586207
1124,0.962962963,0.794117647,0.827586207
1125,0.962962963,0.794117647,0.827586207
1126,0.962962963,0.794117647,0.827586207
1127,0.962962963,0.794117647,0.827586207
1128,0.962962963,0.794117647,0.827586207
1129,0.962962963,0.794117647,0.827586207
1130,0.962962963,0.794117647,0.862068966
1131,0.962962963,0.794117647,0.862068966
1132,0.962962963,0.794117647,0.862068966
1133,0.962962963,0.794117647,0.862068966
1134,0.962962963,0.823529412,0.862068966
1135,0.962962963,0.823529412,0.862068966
1136,0.962962963,0.823529412,0.862068966
1137,0.962962963,0.823529412,0.862068966
1138,0.962962963,0.823529412,0.862068966
1139,0.962962963,0.823529412,0.862068966
1140,0.962962963,0.823529412,0.862068966
1141,0.962962963,0.823529412,0.862068966
1142,0.962962963,0.823529412,0.862068966
1143,0.962962963,0.823529412,0.862068966
1144,0.962962963,0.823529412,0.862068966
1145,0.962962963,0.823529412,0.862068966
1146,0.962962963,0.823529412,0.862068966
1147,0.962962963,0.823529412,0.862068966
1148,0.962962963,0.823529412,0.862068966
1149,0.962962963,0.823529412,0.862068966
1150,0.962962963,0.823529412,0.862068966
1151,0.962962963,0.823529412,0.896551724
1152,0.962962963,0.823529412,0.896551724
1153,0.962962963,0.823529412,0.896551724
1154,0.962962963,0.823529412,0.896551724
1155,0.962962963,0.823529412,0.896551724
1156,0.962962963,0.852941176,0.896551724
1157,0.962962963,0.852941176,0.896551724
1158,0.962962963,0.852941176,0.896551724
1159,0.962962963,0.852941176,0.896551724
1160,0.962962963,0.852941176,0.896551724
1161,0.962962963,0.852941176,0.896551724
1162,0.962962963,0.852941176,0.896551724
1163,0.962962963,0.852941176,0.896551724
1164,0.962962963,0.852941176,0.896551724
1165,0.962962963,0.852941176,0.896551724
1166,0.962962963,0.852941176,0.896551724
1167,0.962962963,0.852941176,0.896551724
1168,0.962962963,0.852941176,0.896551724
1169,0.962962963,0.852941176,0.896551724
1170,0.962962963,0.852941176,0.896551724
1171,0.962962963,0.852941176,0.896551724
1172,0.962962963,0.852941176,0.896551724
1173,0.962962963,0.852941176,0.896551724
1174,0.962962963,0.852941176,0.896551724
1175,0.962962963,0.852941176,0.896551724
1176,0.962962963,0.852941176,0.896551724
1177,0.962962963,0.852941176,0.896551724
1178,0.962962963,0.852941176,0.896551724
1179,0.962962963,0.852941176,0.896551724
1180,0.962962963,0.852941176,0.896551724
1181,0.962962963,0.852941176,0.896551724
1182,0.962962963,0.852941176,0.896551724
1183,0.962962963,0.852941176,0.896551724
1184,0.962962963,0.852941176,0.896551724
1185,0.962962963,0.852941176,0.896551724
1186,0.962962963,0.852941176,0.896551724
1187,0.962962963,0.852941176,0.896551724
1188,0.962962963,0.852941176,0.896551724
1189,0.962962963,0.852941176,0.896551724
1190,0.962962963,0.852941176,0.896551724
1191,0.962962963,0.852941176,0.896551724
1192,0.962962963,0.852941176,0.896551724
1193,0.962962963,0.852941176,0.896551724
1194,0.962962963,0.852941176,0.896551724
1195,0.962962963,0.852941176,0.896551724
1196,0.962962963,0.852941176,0.896551724
1197,0.962962963,0.852941176,0.896551724
1198,0.962962963,0.852941176,0.896551724
1199,0.962962963,0.852941176,0.896551724
1200,0.962962963,0.852941176,0.896551724
1201,0.962962963,0.852941176,0.896551724
1202,0.962962963,0.852941176,0.896551724
1203,0.962962963,0.852941176,0.896551724
1204,0.962962963,0.852941176,0.896551724
1205,0.962962963,0.852941176,0.896551724
1206,0.962962963,0.852941176,0.896551724
1207,0.962962963,0.852941176,0.896551724
1208,0.962962963,0.852941176,0.896551724
1209,0.962962963,0.852941176,0.896551724
1210,0.962962963,0.852941176,0.931034483
1211,0.962962963,0.852941176,0.931034483
1212,0.962962963,0.852941176,0.931034483
1213,0.962962963,0.852941176,0.931034483
1214,0.962962963,0.852941176,0.931034483
1215,0.962962963,0.852941176,0.931034483
1216,0.962962963,0.852941176,0.931034483
1217,0.962962963,0.852941176,0.931034483
1218,0.962962963,0.852941176,0.931034483
1219,0.962962963,0.852941176,0.931034483
1220,0.962962963,0.852941176,0.931034483
1221,0.962962963,0.852941176,0.931034483
1222,0.962962963,0.852941176,0.931034483
1223,0.962962963,0.852941176,0.931034483
1224,0.962962963,0.852941176,0.931034483
1225,0.962962963,0.852941176,0.931034483
1226,0.962962963,0.852941176,0.931034483
1227,0.962962963,0.852941176,0.931034483
1228,0.962962963,0.852941176,0.931034483
1229,0.962962963,0.852941176,0.931034483
1230,0.962962963,0.852941176,0.931034483
1231,0.962962963,0.852941176,0.931034483
1232,0.962962963,0.852941176,0.931034483
1233,0.962962963,0.852941176,0.931034483
1234,0.962962963,0.852941176,0.931034483
1235,0.962962963,0.852941176,0.931034483
1236,0.962962963,0.852941176,0.931034483
1237,0.962962963,0.852941176,0.931034483
1238,0.962962963,0.852941176,0.931034483
1239,0.962962963,0.852941176,0.931034483
1240,0.962962963,0.852941176,0.931034483
1241,0.962962963,0.882352941,0.931034483
1242,0.962962963,0.882352941,0.931034483
1243,0.962962963,0.882352941,0.931034483
1244,0.962962963,0.882352941,0.931034483
1245,0.962962963,0.882352941,0.931034483
1246,0.962962963,0.882352941,0.931034483
1247,0.962962963,0.882352941,0.931034483
1248,0.962962963,0.882352941,0.931034483
1249,0.962962963,0.882352941,0.931034483
1250,0.962962963,0.882352941,0.931034483
1251,0.962962963,0.882352941,0.931034483
1252,0.962962963,0.882352941,0.931034483
1253,0.962962963,0.882352941,0.931034483
1254,0.962962963,0.882352941,0.931034483
1255,0.962962963,0.882352941,0.931034483
1256,0.962962963,0.882352941,0.931034483
1257,0.962962963,0.882352941,0.931034483
1258,0.962962963,0.882352941,0.931034483
1259,0.962962963,0.882352941,0.931034483
1260,0.962962963,0.882352941,0.931034483
1261,0.962962963,0.882352941,0.931034483
1262,0.962962963,0.882352941,0.931034483
1263,0.962962963,0.882352941,0.931034483
1264,0.962962963,0.882352941,0.931034483
1265,0.962962963,0.882352941,0.931034483
1266,0.962962963,0.882352941,0.931034483
1267,0.962962963,0.882352941,0.931034483
1268,0.962962963,0.882352941,0.931034483
1269,0.962962963,0.882352941,0.931034483
1270,0.962962963,0.882352941,0.931034483
1271,0.962962963,0.882352941,0.931034483
1272,0.962962963,0.882352941,0.931034483
1273,0.962962963,0.882352941,0.931034483
1274,0.962962963,0.882352941,0.931034483
1275,0.962962963,0.882352941,0.931034483
1276,0.962962963,0.882352941,0.931034483
1277,0.962962963,0.882352941,0.931034483
1278,0.962962963,0.882352941,0.931034483
1279,0.962962963,0.882352941,0.931034483
1280,0.962962963,0.882352941,0.931034483
1281,0.962962963,0.882352941,0.931034483
1282,0.962962963,0.882352941,0.931034483
1283,0.962962963,0.882352941,0.931034483
1284,0.962962963,0.911764706,0.931034483
1285,0.962962963,0.911764706,0.931034483
1286,0.962962963,0.911764706,0.931034483
1287,0.962962963,0.911764706,0.931034483
1288,0.962962963,0.911764706,0.931034483
1289,0.962962963,0.911764706,0.931034483
1290,0.962962963,0.911764706,0.931034483
1291,0.962962963,0.911764706,0.931034483
1292,0.962962963,0.911764706,0.931034483
1293,0.962962963,0.911764706,0.931034483
1294,0.962962963,0.911764706,0.931034483
1295,0.962962963,0.911764706,0.931034483
1296,0.962962963,0.911764706,0.931034483
1297,0.962962963,0.911764706,0.931034483
1298,0.962962963,0.911764706,0.931034483
1299,0.962962963,0.911764706,0.931034483
1300,0.962962963,0.911764706,0.931034483
1301,0.962962963,0.911764706,0.931034483
1302,0.962962963,0.911764706,0.931034483
1303,0.962962963,0.911764706,0.931034483
1304,0.962962963,0.911764706,0.931034483
1305,0.962962963,0.911764706,0.931034483
1306,0.962962963,0.911764706,0.931034483
1307,0.962962963,0.911764706,0.931034483
1308,0.962962963,0.911764706,0.931034483
1309,0.962962963,0.911764706,0.931034483
1310,0.962962963,0.911764706,0.931034483
1311,0.962962963,0.911764706,0.931034483
1312,0.962962963,0.911764706,0.931034483
1313,0.962962963,0.911764706,0.931034483
1314,0.962962963,0.911764706,0.931034483
1315,0.962962963,0.911764706,0.931034483
1316,0.962962963,0.911764706,0.931034483
1317,0.962962963,0.911764706,0.931034483
1318,0.962962963,0.911764706,0.931034483
1319,0.962962963,0.911764706,0.931034483
1320,0.962962963,0.911764706,0.931034483
1321,0.962962963,0.911764706,0.931034483
1322,0.962962963,0.911764706,0.931034483
1323,0.962962963,0.911764706,0.931034483
1324,0.962962963,0.911764706,0.931034483
1325,0.962962963,0.911764706,0.931034483
1326,0.962962963,0.911764706,0.931034483
1327,0.962962963,0.911764706,0.931034483
1328,0.962962963,0.911764706,0.931034483
1329,0.962962963,0.911764706,0.931034483
1330,0.962962963,0.911764706,0.931034483
1331,0.962962963,0.911764706,0.931034483
1332,0.962962963,0.911764706,0.931034483
1333,0.962962963,0.911764706,0.931034483
1334,0.962962963,0.911764706,0.931034483
1335,0.962962963,0.911764706,0.931034483
1336,0.962962963,0.911764706,0.931034483
1337,0.962962963,0.911764706,0.931034483
1338,0.962962963,0.911764706,0.931034483
1339,0.962962963,0.911764706,0.931034483
1340,0.962962963,0.911764706,0.931034483
1341,0.962962963,0.911764706,0.931034483
1342,0.962962963,0.911764706,0.931034483
1343,0.962962963,0.911764706,0.931034483
1344,0.962962963,0.911764706,0.931034483
1345,0.962962963,0.911764706,0.931034483
1346,0.962962963,0.911764706,0.931034483
1347,0.962962963,0.911764706,0.931034483
1348,0.962962963,0.911764706,0.931034483
1349,0.962962963,0.911764706,0.931034483
1350,0.962962963,0.911764706,0.931034483
1351,0.962962963,0.911764706,0.931034483
1352,0.962962963,0.911764706,0.931034483
1353,0.962962963,0.911764706,0.931034483
1354,0.962962963,0.911764706,0.931034483
1355,0.962962963,0.911764706,0.931034483
1356,0.962962963,0.911764706,0.931034483
1357,0.962962963,0.911764706,0.931034483
1358,0.962962963,0.911764706,0.931034483
1359,0.962962963,0.911764706,0.931034483
1360,0.962962963,0.911764706,0.931034483
1361,0.962962963,0.911764706,0.931034483
1362,0.962962963,0.911764706,0.931034483
1363,0.962962963,0.911764706,0.931034483
1364,0.962962963,0.911764706,0.931034483
1365,0.962962963,0.911764706,0.931034483
1366,0.962962963,0.911764706,0.931034483
1367,0.962962963,0.911764706,0.931034483
1368,0.962962963,0.911764706,0.931034483
1369,0.962962963,0.911764706,0.931034483
1370,0.962962963,0.911764706,0.931034483
1371,0.962962963,0.911764706,0.931034483
1372,0.962962963,0.911764706,0.931034483
1373,0.962962963,0.911764706,0.931034483
1374,0.962962963,0.911764706,0.931034483
1375,0.962962963,0.911764706,0.931034483
1376,0.962962963,0.911764706,0.931034483
1377,0.962962963,0.911764706,0.931034483
1378,0.962962963,0.911764706,0.931034483
1379,0.962962963,0.911764706,0.931034483
1380,0.962962963,0.911764706,0.931034483
1381,0.962962963,0.911764706,0.931034483
1382,0.962962963,0.911764706,0.931034483
