Surprise,Castle,Saints vs Eagles,Cowboys vs Eagles
395,0.444444444,0.323529412,0.379310345
396,0.444444444,0.323529412,0.379310345
397,0.444444444,0.323529412,0.379310345
398,0.444444444,0.323529412,0.379310345
399,0.444444444,0.323529412,0.379310345
400,0.444444444,0.323529412,0.379310345
401,0.444444444,0.323529412,0.379310345
402,0.444444444,0.323529412,0.379310345
403,0.444444444,0.323529412,0.379310345
404,0.444444444,0.323529412,0.379310345
405,0.444444444,0.323529412,0.379310345
406,0.444444444,0.323529412,0.379310345
407,0.444444444,0.323529412,0.379310345
408,0.444444444,0.323529412,0.379310345
409,0.444444444,0.323529412,0.379310345
410,0.444444444,0.323529412,0.379310345
411,0.444444444,0.323529412,0.379310345
412,0.444444444,0.323529412,0.379310345
413,0.444444444,0.323529412,0.379310345
414,0.444444444,0.323529412,0.379310345
415,0.444444444,0.352941176,0.379310345
416,0.444444444,0.352941176,0.379310345
417,0.481481481,0.352941176,0.379310345
418,0.481481481,0.352941176,0.379310345
419,0.481481481,0.352941176,0.379310345
420,0.481481481,0.352941176,0.379310345
421,0.481481481,0.352941176,0.379310345
422,0.481481481,0.352941176,0.379310345
423,0.481481481,0.352941176,0.379310345
424,0.481481481,0.352941176,0.379310345
425,0.481481481,0.352941176,0.379310345
426,0.481481481,0.352941176,0.379310345
427,0.481481481,0.352941176,0.379310345
428,0.481481481,0.352941176,0.413793103
429,0.481481481,0.352941176,0.413793103
430,0.481481481,0.352941176,0.413793103
431,0.481481481,0.352941176,0.413793103
432,0.481481481,0.352941176,0.413793103
433,0.481481481,0.352941176,0.413793103
434,0.518518519,0.352941176,0.413793103
435,0.518518519,0.352941176,0.413793103
436,0.518518519,0.352941176,0.413793103
437,0.518518519,0.352941176,0.413793103
438,0.518518519,0.382352941,0.413793103
439,0.518518519,0.382352941,0.413793103
440,0.518518519,0.382352941,0.413793103
441,0.518518519,0.382352941,0.413793103
442,0.518518519,0.382352941,0.413793103
443,0.518518519,0.382352941,0.413793103
444,0.518518519,0.382352941,0.413793103
445,0.518518519,0.382352941,0.413793103
446,0.518518519,0.382352941,0.413793103
447,0.518518519,0.382352941,0.413793103
448,0.518518519,0.382352941,0.413793103
449,0.518518519,0.382352941,0.413793103
450,0.518518519,0.382352941,0.413793103
451,0.592592593,0.382352941,0.413793103
452,0.592592593,0.382352941,0.413793103
453,0.592592593,0.382352941,0.413793103
454,0.592592593,0.382352941,0.413793103
455,0.592592593,0.382352941,0.413793103
456,0.592592593,0.382352941,0.413793103
457,0.592592593,0.411764706,0.413793103
458,0.592592593,0.411764706,0.413793103
459,0.592592593,0.411764706,0.413793103
460,0.592592593,0.411764706,0.413793103
461,0.592592593,0.411764706,0.413793103
462,0.592592593,0.411764706,0.413793103
463,0.592592593,0.411764706,0.413793103
464,0.592592593,0.411764706,0.413793103
465,0.592592593,0.411764706,0.413793103
466,0.592592593,0.411764706,0.413793103
467,0.62962963,0.411764706,0.413793103
468,0.62962963,0.411764706,0.413793103
469,0.62962963,0.411764706,0.413793103
470,0.62962963,0.411764706,0.413793103
471,0.62962963,0.411764706,0.413793103
472,0.62962963,0.411764706,0.413793103
473,0.62962963,0.411764706,0.413793103
474,0.62962963,0.411764706,0.413793103
475,0.62962963,0.411764706,0.413793103
476,0.62962963,0.411764706,0.413793103
477,0.62962963,0.411764706,0.413793103
478,0.62962963,0.411764706,0.413793103
479,0.62962963,0.411764706,0.413793103
480,0.62962963,0.411764706,0.413793103
481,0.62962963,0.411764706,0.413793103
482,0.62962963,0.411764706,0.413793103
483,0.62962963,0.411764706,0.413793103
484,0.62962963,0.441176471,0.413793103
485,0.62962963,0.441176471,0.413793103
486,0.62962963,0.441176471,0.413793103
487,0.62962963,0.441176471,0.413793103
488,0.62962963,0.441176471,0.413793103
489,0.62962963,0.441176471,0.413793103
490,0.62962963,0.441176471,0.413793103
491,0.62962963,0.441176471,0.413793103
492,0.62962963,0.441176471,0.413793103
493,0.62962963,0.441176471,0.413793103
494,0.62962963,0.441176471,0.413793103
495,0.62962963,0.441176471,0.413793103
496,0.62962963,0.441176471,0.413793103
497,0.62962963,0.441176471,0.413793103
498,0.62962963,0.441176471,0.413793103
499,0.62962963,0.441176471,0.413793103
500,0.62962963,0.441176471,0.413793103
501,0.62962963,0.441176471,0.413793103
502,0.62962963,0.441176471,0.413793103
503,0.62962963,0.441176471,0.413793103
504,0.62962963,0.441176471,0.413793103
505,0.62962963,0.441176471,0.413793103
506,0.62962963,0.441176471,0.413793103
507,0.62962963,0.441176471,0.413793103
508,0.62962963,0.441176471,0.413793103
509,0.666666667,0.441176471,0.413793103
510,0.666666667,0.441176471,0.413793103
511,0.666666667,0.441176471,0.413793103
512,0.666666667,0.441176471,0.413793103
513,0.666666667,0.441176471,0.413793103
514,0.666666667,0.441176471,0.413793103
515,0.666666667,0.441176471,0.413793103
516,0.666666667,0.441176471,0.413793103
517,0.666666667,0.441176471,0.413793103
518,0.666666667,0.441176471,0.413793103
519,0.666666667,0.441176471,0.413793103
520,0.666666667,0.441176471,0.413793103
521,0.666666667,0.441176471,0.413793103
522,0.666666667,0.441176471,0.413793103
523,0.666666667,0.441176471,0.413793103
524,0.666666667,0.441176471,0.413793103
525,0.666666667,0.441176471,0.413793103
526,0.666666667,0.441176471,0.413793103
527,0.666666667,0.441176471,0.413793103
528,0.666666667,0.441176471,0.413793103
529,0.666666667,0.441176471,0.413793103
530,0.666666667,0.441176471,0.413793103
531,0.666666667,0.441176471,0.413793103
532,0.666666667,0.441176471,0.413793103
533,0.666666667,0.441176471,0.413793103
534,0.703703704,0.470588235,0.413793103
535,0.703703704,0.470588235,0.413793103
536,0.703703704,0.470588235,0.413793103
537,0.703703704,0.470588235,0.413793103
538,0.703703704,0.470588235,0.413793103
539,0.703703704,0.470588235,0.413793103
540,0.703703704,0.470588235,0.413793103
541,0.703703704,0.470588235,0.413793103
542,0.703703704,0.470588235,0.413793103
543,0.703703704,0.470588235,0.413793103
544,0.703703704,0.470588235,0.413793103
545,0.703703704,0.470588235,0.413793103
546,0.703703704,0.470588235,0.413793103
547,0.703703704,0.470588235,0.413793103
548,0.703703704,0.470588235,0.413793103
549,0.703703704,0.470588235,0.413793103
550,0.703703704,0.470588235,0.413793103
551,0.703703704,0.470588235,0.413793103
552,0.703703704,0.470588235,0.413793103
553,0.703703704,0.470588235,0.413793103
554,0.703703704,0.470588235,0.413793103
555,0.703703704,0.470588235,0.413793103
556,0.703703704,0.470588235,0.413793103
557,0.703703704,0.470588235,0.413793103
558,0.703703704,0.470588235,0.413793103
559,0.703703704,0.470588235,0.413793103
560,0.703703704,0.470588235,0.413793103
561,0.703703704,0.470588235,0.413793103
562,0.703703704,0.470588235,0.413793103
563,0.703703704,0.470588235,0.413793103
564,0.703703704,0.470588235,0.413793103
565,0.703703704,0.470588235,0.413793103
566,0.703703704,0.470588235,0.413793103
567,0.703703704,0.470588235,0.413793103
568,0.703703704,0.470588235,0.413793103
569,0.703703704,0.470588235,0.413793103
570,0.703703704,0.470588235,0.413793103
571,0.703703704,0.470588235,0.413793103
572,0.703703704,0.470588235,0.413793103
573,0.740740741,0.470588235,0.448275862
574,0.740740741,0.470588235,0.448275862
575,0.740740741,0.470588235,0.448275862
576,0.740740741,0.470588235,0.448275862
577,0.740740741,0.470588235,0.448275862
578,0.740740741,0.470588235,0.448275862
579,0.740740741,0.470588235,0.448275862
580,0.740740741,0.470588235,0.448275862
581,0.740740741,0.470588235,0.448275862
582,0.740740741,0.470588235,0.448275862
583,0.740740741,0.470588235,0.448275862
584,0.740740741,0.470588235,0.448275862
585,0.740740741,0.470588235,0.448275862
586,0.740740741,0.470588235,0.448275862
587,0.740740741,0.470588235,0.448275862
588,0.740740741,0.470588235,0.448275862
589,0.740740741,0.470588235,0.448275862
590,0.740740741,0.470588235,0.448275862
591,0.740740741,0.470588235,0.448275862
592,0.740740741,0.470588235,0.448275862
593,0.740740741,0.470588235,0.448275862
594,0.740740741,0.470588235,0.448275862
595,0.740740741,0.470588235,0.448275862
596,0.740740741,0.470588235,0.448275862
597,0.740740741,0.470588235,0.448275862
598,0.740740741,0.470588235,0.448275862
599,0.740740741,0.470588235,0.448275862
600,0.740740741,0.470588235,0.448275862
601,0.740740741,0.470588235,0.448275862
602,0.740740741,0.470588235,0.448275862
603,0.740740741,0.470588235,0.448275862
604,0.740740741,0.470588235,0.448275862
605,0.740740741,0.470588235,0.448275862
606,0.740740741,0.470588235,0.448275862
607,0.740740741,0.470588235,0.448275862
608,0.740740741,0.470588235,0.448275862
609,0.740740741,0.470588235,0.448275862
610,0.740740741,0.470588235,0.448275862
611,0.740740741,0.470588235,0.448275862
612,0.740740741,0.470588235,0.448275862
613,0.740740741,0.470588235,0.448275862
614,0.740740741,0.470588235,0.448275862
615,0.740740741,0.470588235,0.448275862
616,0.740740741,0.470588235,0.448275862
617,0.740740741,0.470588235,0.448275862
618,0.740740741,0.470588235,0.448275862
619,0.740740741,0.470588235,0.448275862
620,0.740740741,0.470588235,0.448275862
621,0.777777778,0.470588235,0.448275862
622,0.777777778,0.470588235,0.448275862
623,0.777777778,0.470588235,0.448275862
624,0.777777778,0.470588235,0.448275862
625,0.777777778,0.470588235,0.448275862
626,0.777777778,0.470588235,0.448275862
627,0.777777778,0.470588235,0.448275862
628,0.777777778,0.470588235,0.448275862
629,0.777777778,0.470588235,0.448275862
630,0.777777778,0.470588235,0.448275862
631,0.777777778,0.470588235,0.448275862
632,0.777777778,0.470588235,0.448275862
633,0.777777778,0.470588235,0.448275862
634,0.814814815,0.470588235,0.448275862
635,0.814814815,0.470588235,0.448275862
636,0.814814815,0.470588235,0.448275862
637,0.814814815,0.470588235,0.448275862
638,0.814814815,0.470588235,0.448275862
639,0.814814815,0.470588235,0.448275862
640,0.814814815,0.470588235,0.448275862
641,0.814814815,0.470588235,0.448275862
642,0.814814815,0.470588235,0.448275862
643,0.814814815,0.470588235,0.448275862
644,0.814814815,0.470588235,0.448275862
645,0.814814815,0.470588235,0.448275862
646,0.814814815,0.470588235,0.448275862
647,0.814814815,0.470588235,0.448275862
648,0.814814815,0.470588235,0.448275862
649,0.814814815,0.470588235,0.448275862
650,0.814814815,0.470588235,0.448275862
651,0.814814815,0.470588235,0.448275862
652,0.814814815,0.470588235,0.448275862
653,0.814814815,0.470588235,0.448275862
654,0.814814815,0.470588235,0.448275862
655,0.814814815,0.470588235,0.448275862
656,0.814814815,0.470588235,0.448275862
657,0.814814815,0.470588235,0.448275862
658,0.814814815,0.470588235,0.448275862
659,0.814814815,0.470588235,0.448275862
660,0.814814815,0.470588235,0.448275862
661,0.814814815,0.470588235,0.448275862
662,0.814814815,0.470588235,0.448275862
663,0.814814815,0.470588235,0.448275862
664,0.814814815,0.470588235,0.448275862
665,0.814814815,0.470588235,0.448275862
666,0.814814815,0.470588235,0.448275862
667,0.814814815,0.470588235,0.448275862
668,0.814814815,0.470588235,0.448275862
669,0.814814815,0.470588235,0.448275862
670,0.814814815,0.470588235,0.448275862
671,0.814814815,0.470588235,0.448275862
672,0.814814815,0.470588235,0.448275862
673,0.814814815,0.470588235,0.448275862
674,0.814814815,0.470588235,0.448275862
675,0.814814815,0.470588235,0.448275862
676,0.814814815,0.470588235,0.448275862
677,0.814814815,0.470588235,0.448275862
678,0.814814815,0.470588235,0.448275862
679,0.814814815,0.470588235,0.448275862
680,0.814814815,0.470588235,0.448275862
681,0.814814815,0.470588235,0.448275862
682,0.814814815,0.470588235,0.448275862
683,0.814814815,0.5,0.448275862
684,0.814814815,0.5,0.448275862
685,0.814814815,0.5,0.448275862
686,0.814814815,0.5,0.448275862
687,0.814814815,0.5,0.448275862
688,0.814814815,0.5,0.448275862
689,0.814814815,0.5,0.448275862
690,0.814814815,0.5,0.448275862
691,0.814814815,0.5,0.448275862
692,0.814814815,0.529411765,0.448275862
693,0.814814815,0.529411765,0.448275862
694,0.814814815,0.529411765,0.448275862
695,0.814814815,0.529411765,0.448275862
696,0.814814815,0.529411765,0.448275862
697,0.814814815,0.529411765,0.448275862
698,0.814814815,0.529411765,0.448275862
699,0.814814815,0.529411765,0.448275862
700,0.814814815,0.529411765,0.448275862
701,0.814814815,0.529411765,0.448275862
702,0.814814815,0.529411765,0.448275862
703,0.814814815,0.529411765,0.448275862
