Surprise,Cowboys vs Eagles,Saints vs Eagles,Castle
0.104092813,0.172413793,0.129032258,0.740740741
0.104415082,0.172413793,0.129032258,0.740740741
0.104737351,0.172413793,0.129032258,0.740740741
0.10505962,0.172413793,0.129032258,0.740740741
0.105381888,0.172413793,0.129032258,0.740740741
0.105704157,0.172413793,0.129032258,0.740740741
0.106026426,0.172413793,0.129032258,0.740740741
0.106348695,0.172413793,0.129032258,0.740740741
0.106670964,0.172413793,0.129032258,0.740740741
0.106993232,0.172413793,0.129032258,0.740740741
0.107315501,0.172413793,0.129032258,0.740740741
0.10763777,0.172413793,0.129032258,0.740740741
0.107960039,0.172413793,0.129032258,0.740740741
0.108282307,0.172413793,0.161290323,0.740740741
0.108604576,0.172413793,0.161290323,0.740740741
0.108926845,0.172413793,0.161290323,0.740740741
0.109249114,0.172413793,0.161290323,0.740740741
0.109571383,0.172413793,0.161290323,0.740740741
0.109893651,0.172413793,0.161290323,0.740740741
0.11021592,0.172413793,0.161290323,0.777777778
0.110538189,0.172413793,0.161290323,0.777777778
0.110860458,0.172413793,0.161290323,0.777777778
0.111182726,0.172413793,0.161290323,0.777777778
0.111504995,0.172413793,0.161290323,0.777777778
0.111827264,0.172413793,0.161290323,0.777777778
0.112149533,0.172413793,0.161290323,0.777777778
0.112471801,0.206896552,0.161290323,0.777777778
0.11279407,0.206896552,0.161290323,0.777777778
0.113116339,0.206896552,0.161290323,0.777777778
0.113438608,0.206896552,0.161290323,0.777777778
0.113760877,0.206896552,0.161290323,0.777777778
0.114083145,0.206896552,0.161290323,0.777777778
0.114405414,0.206896552,0.161290323,0.777777778
0.114727683,0.206896552,0.161290323,0.777777778
0.115049952,0.206896552,0.161290323,0.777777778
0.11537222,0.206896552,0.161290323,0.777777778
0.115694489,0.206896552,0.161290323,0.777777778
0.116016758,0.206896552,0.161290323,0.777777778
0.116339027,0.206896552,0.161290323,0.777777778
0.116661296,0.206896552,0.161290323,0.777777778
0.116983564,0.206896552,0.161290323,0.777777778
0.117305833,0.206896552,0.161290323,0.777777778
0.117628102,0.206896552,0.161290323,0.777777778
0.117950371,0.206896552,0.161290323,0.777777778
0.118272639,0.206896552,0.193548387,0.777777778
0.118594908,0.206896552,0.193548387,0.777777778
0.118917177,0.206896552,0.193548387,0.777777778
0.119239446,0.206896552,0.193548387,0.777777778
0.119561714,0.206896552,0.193548387,0.777777778
0.119883983,0.206896552,0.193548387,0.777777778
0.120206252,0.206896552,0.193548387,0.777777778
0.120528521,0.206896552,0.193548387,0.777777778
0.12085079,0.206896552,0.193548387,0.814814815
0.121173058,0.206896552,0.193548387,0.814814815
0.121495327,0.206896552,0.193548387,0.814814815
0.121817596,0.206896552,0.193548387,0.814814815
0.122139865,0.206896552,0.193548387,0.814814815
0.122462133,0.206896552,0.193548387,0.814814815
0.122784402,0.206896552,0.193548387,0.814814815
0.123106671,0.206896552,0.193548387,0.814814815
0.12342894,0.206896552,0.193548387,0.814814815
0.123751209,0.206896552,0.193548387,0.814814815
0.124073477,0.206896552,0.193548387,0.814814815
0.124395746,0.206896552,0.193548387,0.814814815
0.124718015,0.206896552,0.193548387,0.814814815
0.125040284,0.206896552,0.193548387,0.814814815
0.125362552,0.206896552,0.193548387,0.814814815
0.125684821,0.206896552,0.193548387,0.814814815
0.12600709,0.206896552,0.193548387,0.814814815
0.126329359,0.206896552,0.193548387,0.814814815
0.126651627,0.206896552,0.193548387,0.814814815
0.126973896,0.206896552,0.193548387,0.814814815
0.127296165,0.206896552,0.193548387,0.814814815
0.127618434,0.206896552,0.193548387,0.814814815
0.127940703,0.206896552,0.193548387,0.814814815
0.128262971,0.206896552,0.193548387,0.814814815
0.12858524,0.206896552,0.193548387,0.814814815
0.128907509,0.206896552,0.193548387,0.814814815
0.129229778,0.206896552,0.193548387,0.814814815
0.129552046,0.206896552,0.193548387,0.814814815
0.129874315,0.206896552,0.193548387,0.814814815
0.130196584,0.206896552,0.193548387,0.814814815
0.130518853,0.206896552,0.193548387,0.814814815
0.130841121,0.206896552,0.193548387,0.814814815
0.13116339,0.206896552,0.193548387,0.814814815
0.131485659,0.206896552,0.193548387,0.814814815
0.131807928,0.206896552,0.193548387,0.814814815
0.132130197,0.206896552,0.193548387,0.814814815
0.132452465,0.206896552,0.193548387,0.814814815
0.132774734,0.206896552,0.193548387,0.814814815
0.133097003,0.206896552,0.193548387,0.814814815
0.133419272,0.206896552,0.193548387,0.814814815
0.13374154,0.206896552,0.225806452,0.814814815
0.134063809,0.206896552,0.225806452,0.814814815
0.134386078,0.206896552,0.225806452,0.814814815
0.134708347,0.206896552,0.225806452,0.814814815
0.135030616,0.206896552,0.225806452,0.814814815
0.135352884,0.206896552,0.225806452,0.814814815
0.135675153,0.206896552,0.225806452,0.814814815
0.135997422,0.206896552,0.225806452,0.814814815
0.136319691,0.206896552,0.225806452,0.814814815
0.136641959,0.206896552,0.225806452,0.814814815
0.136964228,0.206896552,0.225806452,0.814814815
0.137286497,0.206896552,0.225806452,0.814814815
0.137608766,0.206896552,0.225806452,0.814814815
0.137931034,0.24137931,0.225806452,0.814814815
0.138253303,0.24137931,0.225806452,0.814814815
0.138575572,0.24137931,0.225806452,0.814814815
0.138897841,0.24137931,0.225806452,0.814814815
0.13922011,0.24137931,0.225806452,0.814814815
0.139542378,0.24137931,0.225806452,0.814814815
0.139864647,0.24137931,0.225806452,0.851851852
0.140186916,0.24137931,0.225806452,0.851851852
0.140509185,0.24137931,0.225806452,0.851851852
0.140831453,0.24137931,0.258064516,0.851851852
0.141153722,0.24137931,0.258064516,0.851851852
0.141475991,0.24137931,0.258064516,0.851851852
0.14179826,0.24137931,0.258064516,0.851851852
0.142120529,0.24137931,0.258064516,0.851851852
0.142442797,0.24137931,0.258064516,0.851851852
0.142765066,0.24137931,0.258064516,0.851851852
0.143087335,0.24137931,0.258064516,0.851851852
0.143409604,0.24137931,0.258064516,0.851851852
0.143731872,0.24137931,0.258064516,0.851851852
0.144054141,0.24137931,0.258064516,0.851851852
0.14437641,0.24137931,0.258064516,0.851851852
0.144698679,0.24137931,0.258064516,0.851851852
0.145020947,0.24137931,0.258064516,0.851851852
0.145343216,0.24137931,0.258064516,0.851851852
0.145665485,0.24137931,0.258064516,0.851851852
0.145987754,0.24137931,0.258064516,0.851851852
0.146310023,0.24137931,0.258064516,0.851851852
0.146632291,0.24137931,0.258064516,0.851851852
0.14695456,0.24137931,0.258064516,0.851851852
0.147276829,0.24137931,0.290322581,0.851851852
0.147599098,0.24137931,0.290322581,0.851851852
0.147921366,0.24137931,0.290322581,0.851851852
0.148243635,0.24137931,0.290322581,0.851851852
0.148565904,0.24137931,0.290322581,0.851851852
0.148888173,0.24137931,0.290322581,0.851851852
0.149210442,0.24137931,0.290322581,0.851851852
0.14953271,0.24137931,0.290322581,0.851851852
0.149854979,0.24137931,0.290322581,0.851851852
0.150177248,0.24137931,0.290322581,0.851851852
0.150499517,0.24137931,0.290322581,0.851851852
0.150821785,0.24137931,0.290322581,0.851851852
0.151144054,0.24137931,0.290322581,0.851851852
0.151466323,0.24137931,0.290322581,0.851851852
0.151788592,0.24137931,0.290322581,0.851851852
0.15211086,0.24137931,0.290322581,0.851851852
0.152433129,0.24137931,0.290322581,0.851851852
0.152755398,0.24137931,0.290322581,0.851851852
0.153077667,0.24137931,0.290322581,0.851851852
0.153399936,0.24137931,0.290322581,0.851851852
0.153722204,0.24137931,0.290322581,0.851851852
0.154044473,0.24137931,0.290322581,0.851851852
0.154366742,0.24137931,0.290322581,0.851851852
0.154689011,0.24137931,0.290322581,0.851851852
0.155011279,0.24137931,0.290322581,0.851851852
0.155333548,0.24137931,0.290322581,0.851851852
0.155655817,0.24137931,0.290322581,0.851851852
0.155978086,0.24137931,0.322580645,0.851851852
0.156300354,0.24137931,0.322580645,0.851851852
0.156622623,0.24137931,0.322580645,0.851851852
0.156944892,0.24137931,0.322580645,0.851851852
0.157267161,0.24137931,0.322580645,0.851851852
0.15758943,0.24137931,0.322580645,0.851851852
0.157911698,0.24137931,0.322580645,0.851851852
0.158233967,0.24137931,0.322580645,0.851851852
0.158556236,0.24137931,0.322580645,0.851851852
0.158878505,0.24137931,0.322580645,0.851851852
0.159200773,0.24137931,0.322580645,0.851851852
0.159523042,0.24137931,0.322580645,0.851851852
0.159845311,0.24137931,0.322580645,0.851851852
0.16016758,0.24137931,0.322580645,0.851851852
0.160489849,0.24137931,0.322580645,0.851851852
0.160812117,0.24137931,0.322580645,0.851851852
0.161134386,0.24137931,0.322580645,0.851851852
0.161456655,0.24137931,0.322580645,0.851851852
0.161778924,0.24137931,0.322580645,0.851851852
0.162101192,0.24137931,0.322580645,0.851851852
0.162423461,0.24137931,0.322580645,0.851851852
0.16274573,0.24137931,0.322580645,0.851851852
0.163067999,0.24137931,0.322580645,0.851851852
0.163390267,0.24137931,0.322580645,0.851851852
0.163712536,0.24137931,0.322580645,0.851851852
0.164034805,0.24137931,0.322580645,0.851851852
0.164357074,0.24137931,0.322580645,0.851851852
0.164679343,0.24137931,0.322580645,0.851851852
0.165001611,0.24137931,0.322580645,0.851851852
0.16532388,0.24137931,0.322580645,0.851851852
0.165646149,0.24137931,0.322580645,0.851851852
0.165968418,0.24137931,0.322580645,0.888888889
0.166290686,0.24137931,0.322580645,0.888888889
0.166612955,0.24137931,0.322580645,0.888888889
0.166935224,0.24137931,0.322580645,0.888888889
0.167257493,0.24137931,0.322580645,0.888888889
0.167579762,0.24137931,0.322580645,0.888888889
0.16790203,0.24137931,0.322580645,0.888888889
0.168224299,0.24137931,0.322580645,0.888888889
0.168546568,0.24137931,0.322580645,0.888888889
0.168868837,0.24137931,0.322580645,0.888888889
0.169191105,0.24137931,0.322580645,0.888888889
0.169513374,0.24137931,0.322580645,0.888888889
0.169835643,0.24137931,0.322580645,0.888888889
0.170157912,0.24137931,0.322580645,0.888888889
0.17048018,0.24137931,0.322580645,0.888888889
0.170802449,0.24137931,0.322580645,0.888888889
0.171124718,0.24137931,0.322580645,0.888888889
0.171446987,0.24137931,0.322580645,0.888888889
0.171769256,0.24137931,0.322580645,0.888888889
0.172091524,0.24137931,0.35483871,0.888888889
0.172413793,0.24137931,0.35483871,0.888888889
0.172736062,0.24137931,0.35483871,0.888888889
0.173058331,0.24137931,0.35483871,0.888888889
0.173380599,0.24137931,0.35483871,0.888888889
0.173702868,0.24137931,0.35483871,0.888888889
0.174025137,0.24137931,0.35483871,0.888888889
0.174347406,0.24137931,0.35483871,0.888888889
0.174669675,0.24137931,0.35483871,0.888888889
0.174991943,0.24137931,0.35483871,0.888888889
0.175314212,0.24137931,0.35483871,0.888888889
0.175636481,0.24137931,0.35483871,0.888888889
0.17595875,0.24137931,0.35483871,0.925925926
0.176281018,0.24137931,0.35483871,0.925925926
0.176603287,0.24137931,0.35483871,0.925925926
0.176925556,0.24137931,0.35483871,0.925925926
0.177247825,0.24137931,0.35483871,0.925925926
0.177570093,0.24137931,0.35483871,0.925925926
0.177892362,0.24137931,0.35483871,0.925925926
0.178214631,0.24137931,0.35483871,0.925925926
0.1785369,0.24137931,0.35483871,0.925925926
0.178859169,0.24137931,0.35483871,0.925925926
0.179181437,0.24137931,0.35483871,0.925925926
0.179503706,0.24137931,0.35483871,0.925925926
0.179825975,0.24137931,0.35483871,0.925925926
0.180148244,0.24137931,0.35483871,0.925925926
0.180470512,0.24137931,0.35483871,0.925925926
0.180792781,0.24137931,0.35483871,0.925925926
0.18111505,0.24137931,0.35483871,0.925925926
0.181437319,0.24137931,0.35483871,0.925925926
0.181759587,0.24137931,0.35483871,0.925925926
0.182081856,0.24137931,0.35483871,0.925925926
0.182404125,0.24137931,0.35483871,0.925925926
0.182726394,0.24137931,0.35483871,0.925925926
0.183048663,0.24137931,0.35483871,0.925925926
0.183370931,0.24137931,0.35483871,0.925925926
0.1836932,0.24137931,0.35483871,0.925925926
0.184015469,0.24137931,0.35483871,0.962962963
0.184337738,0.24137931,0.35483871,0.962962963
0.184660006,0.24137931,0.35483871,0.962962963
0.184982275,0.24137931,0.35483871,0.962962963
0.185304544,0.24137931,0.35483871,0.962962963
0.185626813,0.24137931,0.35483871,0.962962963
0.185949082,0.24137931,0.35483871,0.962962963
0.18627135,0.24137931,0.35483871,0.962962963
0.186593619,0.24137931,0.35483871,0.962962963
0.186915888,0.24137931,0.35483871,0.962962963
0.187238157,0.24137931,0.35483871,0.962962963
0.187560425,0.24137931,0.35483871,0.962962963
0.187882694,0.24137931,0.35483871,0.962962963
0.188204963,0.24137931,0.35483871,0.962962963
0.188527232,0.24137931,0.35483871,0.962962963
0.1888495,0.24137931,0.35483871,0.962962963
0.189171769,0.24137931,0.35483871,0.962962963
0.189494038,0.24137931,0.35483871,0.962962963
0.189816307,0.24137931,0.35483871,0.962962963
0.190138576,0.24137931,0.35483871,0.962962963
0.190460844,0.24137931,0.35483871,0.962962963
0.190783113,0.24137931,0.35483871,0.962962963
0.191105382,0.24137931,0.35483871,0.962962963
0.191427651,0.24137931,0.35483871,0.962962963
0.191749919,0.24137931,0.35483871,0.962962963
0.192072188,0.24137931,0.35483871,0.962962963
0.192394457,0.24137931,0.35483871,0.962962963
0.192716726,0.24137931,0.35483871,0.962962963
0.193038995,0.24137931,0.35483871,0.962962963
0.193361263,0.24137931,0.35483871,0.962962963
0.193683532,0.24137931,0.35483871,0.962962963
0.194005801,0.24137931,0.35483871,0.962962963
0.19432807,0.24137931,0.35483871,0.962962963
0.194650338,0.24137931,0.35483871,0.962962963
0.194972607,0.24137931,0.35483871,0.962962963
0.195294876,0.24137931,0.35483871,0.962962963
0.195617145,0.24137931,0.35483871,0.962962963
0.195939413,0.24137931,0.35483871,0.962962963
0.196261682,0.24137931,0.35483871,0.962962963
0.196583951,0.24137931,0.35483871,0.962962963
0.19690622,0.24137931,0.35483871,0.962962963
0.197228489,0.24137931,0.35483871,0.962962963
0.197550757,0.24137931,0.35483871,0.962962963
0.197873026,0.24137931,0.35483871,0.962962963
0.198195295,0.24137931,0.35483871,0.962962963
0.198517564,0.24137931,0.35483871,0.962962963
0.198839832,0.24137931,0.387096774,0.962962963
