1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
46.88235294,46.03125,51.92307692,45.2173913,41.2,55.36363636,47.66666667,41.6,50.48387097,48.88235294,44.03225806,35.42424242,41.58823529,43.66666667,38.75,50.09090909,4.441176471
