1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
57.27777778,57.66666667,61.7,66.76666667,58.4,58.20689655,58.93333333,56.13333333,52.8,52,55.75862069,68.86206897,62.79310345,55.62068966,98.24137931
